ORF	gene_name	TR_galactose
YPL207W	TYW1	0.159522
YPL208W	RKM1	0.022253
YPL209C	IPL1	
YPL210C	SRP72	0.096742
YPL211W	NIP7	
YPL212C	PUS1	0.099752
YPL213W	LEA1	0.073870
YPL214C	THI6	0.040691
YPL215W	CBP3	0.078372
YPL216W		
YPL217C	BMS1	
YPL218W	SAR1	
YPL219W	PCL8	0.025006
YPL220W	RPL1A	
YPL221W	FLC1	0.307775
YPL222C-A		
YPL222W		
YPL223C	GRE1	
YPL224C	MMT2	0.034396
YPL225W		
YPL226W	NEW1	0.365417
YPL227C	ALG5	0.075347
YPL228W	CET1	0.047103
YPL229W		0.045692
YPL230W		0.074224
YPL231W	FAS2	
YPL232W	SSO1	0.263980
YPL233W	NSL1	0.058763
YPL234C	TFP3	
YPL235W	RVB2	0.093580
YPL236C		0.060059
YPL237W	SUI3	0.090364
YPL238C		
YPL239W	YAR1	0.066058
YPL240C	HSP82	0.145210
YPL241C	CIN2	0.013836
YPL242C	IQG1	
YPL243W	SRP68	0.082071
YPL244C	HUT1	0.045844
YPL245W		0.035254
YPL246C	RBD2	0.043984
YPL247C		0.025671
YPL248C	GAL4	0.041156
YPL249C	GYP5	0.031649
YPL249C-A	RPL36B	
YPL250C	ICY2	0.199310
YPL250W-A		
YPL251W		
YPL252C	YAH1	0.025531
YPL253C	VIK1	
YPL254W	HFI1	0.035564
YPL255W	BBP1	0.030173
YPL256C	CLN2	0.046996
YPL257W		
YPL258C	THI21	0.024427
YPL259C	APM1	0.042265
YPL260W		0.059424
YPL261C		
YPL262W	FUM1	0.032276
YPL263C	KEL3	0.154592
YPL264C		0.074352
YPL265W	DIP5	0.573698
YPL266W	DIM1	0.200306
YPL267W		0.011047
YPL268W	PLC1	0.078267
YPL269W	KAR9	0.010562
YPL270W	MDL2	0.062229
YPL271W	ATP15	
YPL272C		0.040587
YPL273W	SAM4	0.025863
YPL274W	SAM3	0.094133
YPL277C		
YPL278C		
YPL279C		0.030680
YPL280W	HSP32	
YPL281C	ERR2	0.002582
YPL282C		
YPL283C	YRF1-7	
YPL283W-A		
YPL283W-B		
YPR001W	CIT3	0.025791
YPR002C-A		
YPR002W	PDH1	0.048821
YPR003C		0.017329
YPR004C		0.059584
YPR005C	HAL1	0.064738
YPR006C	ICL2	0.027158
YPR007C	REC8	
YPR008W	HAA1	0.197245
YPR009W	SUT2	
YPR010C	RPA135	0.087609
YPR011C		0.090782
YPR012W		
YPR013C		0.143621
YPR014C		
YPR015C		0.034323
YPR016C	TIF6	0.123732
YPR016W-A		
YPR017C	DSS4	0.043924
YPR018W	RLF2	0.036670
YPR019W	CDC54	0.045834
YPR020W	ATP20	
YPR021C	AGC1	0.043791
YPR022C		0.050889
YPR023C	EAF3	0.086310
YPR024W	YME1	0.049151
YPR025C	CCL1	0.037312
YPR026W	ATH1	0.043095
YPR027C		
YPR028W	YOP1	
YPR029C	APL4	0.041131
YPR030W	CSR2	0.015269
YPR031W	NTO1	0.023855
YPR032W	SRO7	0.030106
YPR033C	HTS1	0.038405
YPR034W	ARP7	0.055662
YPR035W	GLN1	1.792022
YPR036W	VMA13	0.066238
YPR036W-A		
YPR037C	ERV2	0.509868
YPR038W		
YPR039W		
YPR040W	TIP41	0.062910
YPR041W	TIF5	0.125486
YPR042C	PUF2	
YPR043W	RPL43A	0.293479
YPR044C	OPI11	
YPR045C		0.044594
YPR046W	MCM16	0.028288
YPR047W	MSF1	
YPR048W	TAH18	0.022633
YPR049C	ATG11	
YPR050C		0.116891
YPR051W	MAK3	
YPR052C	NHP6A	0.067754
YPR053C		0.077973
YPR054W	SMK1	0.057499
YPR055W	SEC8	0.064383
YPR056W	TFB4	0.128598
YPR057W	BRR1	0.076051
YPR058W	YMC1	0.035051
YPR059C		0.088952
YPR060C	ARO7	
YPR061C	JID1	0.058083
YPR062W	FCY1	0.082747
YPR063C		0.057435
YPR064W		0.041364
YPR065W	ROX1	0.174100
YPR066W	UBA3	0.033711
YPR067W	ISA2	
YPR068C	HOS1	0.022686
YPR069C	SPE3	
YPR070W	MED1	0.065182
YPR071W		0.004238
YPR072W	NOT5	0.101281
YPR073C	LTP1	
YPR074C	TKL1	
YPR074W-A		
YPR075C	OPY2	0.050762
YPR076W		
YPR077C		
YPR078C		0.038137
YPR079W	MRL1	0.066739
YPR080W	TEF1	0.198257
YPR081C	GRS2	0.068758
YPR082C	DIB1	
YPR083W	MDM36	0.042278
YPR084W		0.021020
YPR085C		0.046852
YPR086W	SUA7	0.121749
YPR087W	VPS69	0.149003
YPR088C	SRP54	0.102355
YPR089W		0.105519
YPR091C		0.031306
YPR092W		
YPR093C	ASR1	0.045365
YPR094W	RDS3	
YPR095C	SYT1	
YPR096C		
YPR097W		
YPR098C		
YPR099C		0.042213
YPR100W	MRPL51	0.101894
YPR101W	SNT309	
YPR102C	RPL11A	0.048447
YPR103W	PRE2	0.176913
YPR104C	FHL1	0.058796
YPR105C	COG4	0.024162
YPR106W	ISR1	
YPR107C	YTH1	
YPR108W	RPN7	0.141125
YPR108W-A		
YPR109W		
YPR110C	RPC40	0.113049
YPR111W	DBF20	0.032007
YPR112C	MRD1	0.110134
YPR113W	PIS1	0.060849
YPR114W		0.043581
YPR115W		0.044174
YPR116W		
YPR117W		0.031284
YPR118W		0.037119
YPR119W	CLB2	0.081219
YPR120C	CLB5	0.024735
YPR121W	THI22	0.035183
YPR122W	AXL1	0.089852
YPR123C		0.658199
YPR124W	CTR1	0.344102
YPR125W	YLH47	0.091236
YPR126C		
YPR127W		0.088153
YPR128C	ANT1	0.064587
YPR129W	SCD6	0.062237
YPR130C		0.083824
YPR131C	NAT3	0.045688
YPR132W	RPS23B	0.228039
YPR133C	SPN1	
YPR133W-A	TOM5	0.057103
YPR134W	MSS18	0.017419
YPR135W	CTF4	
YPR136C		0.064938
YPR137W	RRP9	0.064058
YPR138C	MEP3	0.099195
YPR139C	VPS66	0.071923
YPR140W	TAZ1	0.034860
YPR141C	KAR3	
YPR142C		0.140715
YPR143W	RRP15	0.078889
YPR144C	NOC4	0.062828
YPR145C-A		
YPR145W	ASN1	0.109037
YPR146C		
YPR147C		
YPR148C		0.069517
YPR149W	NCE102	0.293761
YPR150W		
YPR151C	SUE1	
YPR152C		
YPR153W		
YPR154W	PIN3	0.029765
YPR155C	NCA2	0.042315
YPR156C	TPO3	
YPR157W		
YPR158W		0.015913
YPR159C-A		
YPR159W	KRE6	0.088978
YPR160C-A		
YPR160W	GPH1	
YPR160W-A		
YPR161C	SGV1	0.072590
YPR162C	ORC4	0.029653
YPR163C	TIF3	0.051960
YPR164W	MMS1	0.055256
YPR165W	RHO1	0.381009
YPR166C	MRP2	
YPR167C	MET16	0.023169
YPR168W	NUT2	0.123946
YPR169W		0.154145
YPR169W-A		
YPR170C		
YPR170W-A		
YPR170W-B		
YPR171W	BSP1	0.030039
YPR172W		0.019845
YPR173C	VPS4	
YPR174C		0.009618
YPR175W	DPB2	0.029067
YPR176C	BET2	0.024047
YPR177C		
YPR178W	PRP4	
YPR179C	HDA3	
YPR180W	AOS1	0.062325
YPR181C	SEC23	
YPR182W	SMX3	0.058693
YPR183W	DPM1	0.029619
YPR184W	GDB1	0.064661
YPR185W	ATG13	
YPR186C	PZF1	
YPR187W	RPO26	0.058148
YPR188C	MLC2	0.052323
YPR189W	SKI3	0.110019
YPR190C	RPC82	0.060678
YPR191W	QCR2	0.087548
YPR192W	AQY1	0.038989
YPR193C	HPA2	
YPR194C	OPT2	0.077388
YPR195C		0.019002
YPR196W		
YPR197C		
YPR198W	SGE1	0.011901
YPR199C	ARR1	0.028486
YPR200C	ARR2	0.062557
YPR201W	ARR3	0.024426
YPR202W		
YPR203W		
YPR204C-A		
YPR204W		
